"","GEOID","county","income","bachelors","poverty_total","poverty","total"
"2815","50013","Grand Isle County, Vermont",86639,1406,7315,544,7335
"2816","50015","Lamoille County, Vermont",69886,5040,25362,2177,25977
"2817","50017","Orange County, Vermont",74534,4186,28873,2662,29439
"2818","50019","Orleans County, Vermont",63981,3474,26585,2610,27459
"2819","50021","Rutland County, Vermont",62641,8964,58789,6677,60585
"2820","50023","Washington County, Vermont",77278,11793,57717,5703,59768
"2821","50025","Windham County, Vermont",65473,7225,44303,5563,45857
"2822","50027","Windsor County, Vermont",69492,10459,57053,4973,57832
"2823","51001","Accomack County, Virginia",52694,2970,32960,5240,33367
"2824","51003","Albemarle County, Virginia",97708,23136,104000,7378,112513
"2825","51005","Alleghany County, Virginia",52546,967,14863,2035,15159
"2826","51007","Amelia County, Virginia",63438,1251,13201,1469,13309
"2827","51009","Amherst County, Virginia",64454,2996,30574,3452,31426
"2828","51011","Appomattox County, Virginia",60041,1626,16156,2225,16253
"2829","51013","Arlington County, Virginia",137387,61741,232818,15527,235845
"2830","51015","Augusta County, Virginia",76124,8937,73764,5981,77433
"2831","51017","Bath County, Virginia",55699,408,4040,956,4177
"2832","51019","Bedford County, Virginia",74773,11560,78985,7161,79761
"2833","51021","Bland County, Virginia",59901,565,5247,564,6241
"2834","51023","Botetourt County, Virginia",77680,4273,33322,2397,33734
"2835","51025","Brunswick County, Virginia",52678,1194,13666,2346,15965
"2836","51027","Buchanan County, Virginia",39591,853,19298,4878,20246
"2837","51029","Buckingham County, Virginia",59894,985,14870,2083,16869
"2838","51031","Campbell County, Virginia",59022,6576,54722,5460,55518
"2839","51033","Caroline County, Virginia",83562,2961,29697,3435,31181
"2840","51035","Carroll County, Virginia",49113,2474,28950,4411,29126
"2841","51036","Charles City County, Virginia",65573,628,6706,836,6760
"2842","51037","Charlotte County, Virginia",51548,789,11342,2304,11563
"2843","51041","Chesterfield County, Virginia",95757,64038,361091,24163,366019
"2844","51043","Clarke County, Virginia",107475,2420,14615,789,14882
"2845","51045","Craig County, Virginia",66286,378,4740,518,4898
"2846","51047","Culpeper County, Virginia",92359,6226,51171,3752,52822
"2847","51049","Cumberland County, Virginia",56497,705,9691,770,9697
"2848","51051","Dickenson County, Virginia",40143,970,13625,3062,14089
"2849","51053","Dinwiddie County, Virginia",77225,2227,27279,3014,28057
"2850","51057","Essex County, Virginia",52335,779,10501,1797,10602
"2851","51059","Fairfax County, Virginia",145165,248678,1134981,67901,1145354
"2852","51061","Fauquier County, Virginia",122785,12142,72837,4241,73290
"2853","51063","Floyd County, Virginia",57146,1588,15414,1453,15532
"2854","51065","Fluvanna County, Virginia",90766,4547,25778,1561,27442
"2855","51067","Franklin County, Virginia",66275,6109,53168,7046,54838
"2856","51069","Frederick County, Virginia",92443,10918,90311,6114,92007
"2857","51071","Giles County, Virginia",61987,1376,16527,1596,16711
"2858","51073","Gloucester County, Virginia",83750,4511,38172,2846,38875
"2859","51075","Goochland County, Virginia",105600,4704,23876,1009,24906
"2860","51077","Grayson County, Virginia",43348,1216,14450,2700,15356
"2861","51079","Greene County, Virginia",81338,2476,20446,2273,20631
"2862","51081","Greensville County, Virginia",51823,751,8427,1090,11373
"2863","51083","Halifax County, Virginia",49145,2798,33112,4867,34013
"2864","51085","Hanover County, Virginia",104678,20372,108429,5620,110513
"2865","51087","Henrico County, Virginia",82424,62157,329884,27770,333120
"2866","51089","Henry County, Virginia",43694,3474,49816,8035,50760
"2867","51091","Highland County, Virginia",57070,346,2243,230,2247
"2868","51093","Isle of Wight County, Virginia",91680,4938,38628,3771,38898
"2869","51095","James City County, Virginia",100711,15086,77952,5675,78818
"2870","51097","King and Queen County, Virginia",70147,873,6671,1330,6681
"2871","51099","King George County, Virginia",103264,3694,26644,1846,26985
"2872","51101","King William County, Virginia",79398,2299,17697,1420,17845
"2873","51103","Lancaster County, Virginia",62674,1598,10632,1489,10866
"2874","51105","Lee County, Virginia",41619,1408,20708,5380,22287
"2875","51107","Loudoun County, Virginia",170463,97356,418293,15706,420773
"2876","51109","Louisa County, Virginia",76594,4102,37938,4120,38106
"2877","51111","Lunenburg County, Virginia",54438,654,11083,1445,11988
"2878","51113","Madison County, Virginia",74586,1288,13612,1083,13828
"2879","51115","Mathews County, Virginia",79054,1402,8454,578,8537
"2880","51117","Mecklenburg County, Virginia",51265,2959,29350,5508,30367
"2881","51119","Middlesex County, Virginia",69389,1679,10259,990,10738
"2882","51121","Montgomery County, Virginia",65270,12154,88977,22144,99373
"2883","51125","Nelson County, Virginia",64028,2024,14726,1950,14773
"2884","51127","New Kent County, Virginia",113120,4110,22685,889,23296
"2885","51131","Northampton County, Virginia",54693,1593,11845,1983,12132
"2886","51133","Northumberland County, Virginia",64655,1757,11927,1767,12007
"2887","51135","Nottoway County, Virginia",62366,1308,13887,2652,15638
"2888","51137","Orange County, Virginia",87309,4377,35955,4670,36593
"2889","51139","Page County, Virginia",56760,1419,23527,2361,23753
"2890","51141","Patrick County, Virginia",49180,1530,17189,1964,17660
"2891","51143","Pittsylvania County, Virginia",52619,4666,59197,9714,60541
"2892","51145","Powhatan County, Virginia",108089,5397,28724,1305,30503
"2893","51147","Prince Edward County, Virginia",57304,2077,16499,2988,21922
"2894","51149","Prince George County, Virginia",80318,4623,36712,3040,42634
"2895","51153","Prince William County, Virginia",123193,79259,475568,28768,481114
"2896","51155","Pulaski County, Virginia",59740,3222,32419,4261,33841
"2897","51157","Rappahannock County, Virginia",98663,1030,7393,565,7422
"2898","51159","Richmond County, Virginia",62708,770,7367,556,8968
"2899","51161","Roanoke County, Virginia",80872,16855,94199,6665,96653
"2900","51163","Rockbridge County, Virginia",61903,2660,22299,1983,22673
"2901","51165","Rockingham County, Virginia",73232,9785,81827,7161,83905
"2902","51167","Russell County, Virginia",44088,1641,25489,4925,25763
"2903","51169","Scott County, Virginia",44535,1470,20729,3523,21536
"2904","51171","Shenandoah County, Virginia",62149,3848,43835,5504,44337
"2905","51173","Smyth County, Virginia",45061,2431,29048,5460,29799
"2906","51175","Southampton County, Virginia",67813,1701,16546,1384,18003
"2907","51177","Spotsylvania County, Virginia",105068,18959,140211,10308,141097
"2908","51179","Stafford County, Virginia",128036,26284,153799,8268,157606
"2909","51181","Surry County, Virginia",68655,871,6517,870,6546
"2910","51183","Sussex County, Virginia",59195,779,9402,1198,10866
"2911","51185","Tazewell County, Virginia",46508,3126,38764,7035,40392
"2912","51187","Warren County, Virginia",79313,4225,39879,4771,40800
"2913","51191","Washington County, Virginia",59116,6328,52469,6303,53985
"2914","51193","Westmoreland County, Virginia",56647,1385,18295,2935,18480
"2915","51195","Wise County, Virginia",47541,2532,33203,6612,36105
"2916","51197","Wythe County, Virginia",53921,2502,27956,4811,28275
"2917","51199","York County, Virginia",105154,12821,68748,3262,70238
"2918","51510","Alexandria city, Virginia",113179,37901,155927,13760,157594
"2919","51520","Bristol city, Virginia",45250,1447,16751,2840,17036
"2920","51530","Buena Vista city, Virginia",48783,528,6081,1334,6639
"2921","51540","Charlottesville city, Virginia",67177,8241,43456,10254,46289
"2922","51550","Chesapeake city, Virginia",92703,37311,244451,18669,249377
"2923","51570","Colonial Heights city, Virginia",72216,2148,17854,1826,18158
"2924","51580","Covington city, Virginia",45737,296,5620,951,5722
"2925","51590","Danville city, Virginia",41484,3421,40915,10350,42507
"2926","51595","Emporia city, Virginia",41442,367,5420,939,5680
"2927","51600","Fairfax city, Virginia",128708,5065,23374,2337,24242
"2928","51610","Falls Church city, Virginia",164536,2969,14530,338,14576
"2929","51620","Franklin city, Virginia",57537,737,8034,1506,8194
"2930","51630","Fredericksburg city, Virginia",83445,4208,25880,4667,28258
"2931","51640","Galax city, Virginia",44612,453,6397,1434,6687
"2932","51650","Hampton city, Virginia",64430,15565,132914,17890,137217
"2933","51660","Harrisonburg city, Virginia",56050,5194,44517,12123,51784
"2934","51670","Hopewell city, Virginia",50661,1097,22824,4867,23046
"2935","51678","Lexington city, Virginia",93651,1040,4185,696,7346
"2936","51680","Lynchburg city, Virginia",56243,10012,68631,12033,79166
"2937","51683","Manassas city, Virginia",110559,6081,42484,2014,42620
"2938","51685","Manassas Park city, Virginia",91673,1941,17051,863,17123
"2939","51690","Martinsville city, Virginia",39127,1137,13086,3217,13539
"2940","51700","Newport News city, Virginia",63355,21039,177672,26056,185118
"2941","51710","Norfolk city, Virginia",60998,29179,215523,36342,236973
"2942","51720","Norton city, Virginia",36974,293,3604,1049,3668
"2943","51730","Petersburg city, Virginia",46930,3094,32754,7275,33261
"2944","51735","Poquoson city, Virginia",114503,1809,12452,560,12479
"2945","51740","Portsmouth city, Virginia",57154,8863,94087,16331,97384
"2946","51750","Radford city, Virginia",51039,1565,13320,4501,16379
"2947","51760","Richmond city, Virginia",59606,41357,217337,42324,227171
"2948","51770","Roanoke city, Virginia",51523,12316,97496,18635,99213
"2949","51775","Salem city, Virginia",68402,3331,22735,2186,25372
"2950","51790","Staunton city, Virginia",59731,3406,24146,2763,25581
"2951","51800","Suffolk city, Virginia",87758,12702,93993,8868,94856
"2952","51810","Virginia Beach city, Virginia",87544,78171,449133,36085,457900
"2953","51820","Waynesboro city, Virginia",52519,2595,22073,3562,22341
"2954","51830","Williamsburg city, Virginia",66815,2068,10629,1451,15486
"2955","51840","Winchester city, Virginia",62495,3562,26939,4539,28103
"2956","53001","Adams County, Washington",63105,1018,20313,4251,20557
"2957","53003","Asotin County, Washington",63724,2321,22154,3564,22370
"2958","53005","Benton County, Washington",83778,26629,205548,21647,207560
"2959","53007","Chelan County, Washington",71876,10471,78213,7212,79076
"2960","53009","Clallam County, Washington",66108,10921,76215,8289,77333
"2961","53011","Clark County, Washington",90115,70887,499749,44315,504091
"2962","53013","Columbia County, Washington",68825,483,3941,367,3980
"2963","53015","Cowlitz County, Washington",70912,8679,109144,13253,110621
"2964","53017","Douglas County, Washington",79422,4466,42996,3402,43189
"2965","53019","Ferry County, Washington",50424,644,7174,1114,7260
"2966","53021","Franklin County, Washington",77877,6915,94022,12619,96692
"2967","53023","Garfield County, Washington",57958,269,2280,254,2310
"2968","53025","Grant County, Washington",66387,7832,98304,14019,99145
"2969","53027","Grays Harbor County, Washington",59105,6104,72532,10806,75672
"2970","53029","Island County, Washington",82850,13324,83743,5725,86510
"2971","53031","Jefferson County, Washington",64796,6616,32353,4473,33006
"2972","53033","King County, Washington",116340,519110,2223603,187794,2254371
"2973","53035","Kitsap County, Washington",93675,44914,267221,22101,275411
"2974","53037","Kittitas County, Washington",66800,6515,42247,6121,44424
"2975","53039","Klickitat County, Washington",66581,2950,22741,3132,22798
"2976","53041","Lewis County, Washington",67247,7495,81586,10018,82663
"2977","53043","Lincoln County, Washington",68172,1207,10905,1269,11036
"2978","53045","Mason County, Washington",74388,6510,64766,8387,66053
"2979","53047","Okanogan County, Washington",58218,4140,41656,7853,42336
"2980","53049","Pacific County, Washington",58889,3112,22954,3022,23396
"2981","53051","Pend Oreille County, Washington",59353,1409,13381,1730,13570
"2982","53053","Pierce County, Washington",91486,117242,899960,77932,918993
"2983","53055","San Juan County, Washington",76745,4463,17778,1954,18001
"2984","53057","Skagit County, Washington",82029,16556,127780,15305,129480
"2985","53059","Skamania County, Washington",84500,1457,12005,1036,12118
"2986","53061","Snohomish County, Washington",104083,135876,817973,62171,828337
"2987","53063","Spokane County, Washington",70394,76236,524665,64591,538711
"2988","53065","Stevens County, Washington",62381,4341,46337,6161,46774
"2989","53067","Thurston County, Washington",88895,47084,290396,27142,294272
"2990","53069","Wahkiakum County, Washington",59167,506,4436,609,4476
"2991","53071","Walla Walla County, Washington",66635,6937,57648,6396,62150
"2992","53073","Whatcom County, Washington",77581,34017,221226,28469,226523
"2993","53075","Whitman County, Washington",49345,6581,41060,9796,47141
"2994","53077","Yakima County, Washington",64910,18200,252637,39239,256143
"2995","54001","Barbour County, West Virginia",44341,729,14897,3278,15527
"2996","54003","Berkeley County, West Virginia",73619,13653,121632,13305,123283
"2997","54005","Boone County, West Virginia",56182,990,21435,3543,21705
"2998","54007","Braxton County, West Virginia",42245,801,12072,2196,12505
"2999","54009","Brooke County, West Virginia",51963,2242,21314,2353,22349
"3000","54011","Cabell County, West Virginia",48944,10541,89806,18063,93965
"3001","54013","Calhoun County, West Virginia",39031,245,6245,2103,6279
"3002","54015","Clay County, West Virginia",41530,366,7929,1947,8049
"3003","54017","Doddridge County, West Virginia",56587,549,6750,974,7847
"3004","54019","Fayette County, West Virginia",50090,3175,38991,8388,40545
"3005","54021","Gilmer County, West Virginia",51552,624,5511,614,7444
"3006","54023","Grant County, West Virginia",52877,681,10918,1280,11034
"3007","54025","Greenbrier County, West Virginia",45519,2975,32140,6434,32995
"3008","54027","Hampshire County, West Virginia",55222,1681,22563,3941,23275
"3009","54029","Hancock County, West Virginia",57515,2859,28417,3814,28907
"3010","54031","Hardy County, West Virginia",49205,782,14161,2446,14249
"3011","54033","Harrison County, West Virginia",56184,6934,64399,8830,65862
"3012","54035","Jackson County, West Virginia",55173,2400,27620,5415,27868
"3013","54037","Jefferson County, West Virginia",93744,8119,56491,5153,58043
"3014","54039","Kanawha County, West Virginia",55226,21682,176803,29058,179895
"3015","54041","Lewis County, West Virginia",50552,1338,16707,2812,16920
"3016","54043","Lincoln County, West Virginia",50985,765,20206,3876,20410
"3017","54045","Logan County, West Virginia",42194,1638,31495,7481,32350
"3018","54047","McDowell County, West Virginia",28235,666,16992,5653,18911
"3019","54049","Marion County, West Virginia",59974,6088,54801,8172,56194
"3020","54051","Marshall County, West Virginia",58129,2793,29684,4354,30509
"3021","54053","Mason County, West Virginia",53058,1919,24650,4023,25488
"3022","54055","Mercer County, West Virginia",46409,5675,57898,10869,59530
"3023","54057","Mineral County, West Virginia",64728,2356,26162,3631,26957
"3024","54059","Mingo County, West Virginia",38305,935,23338,6679,23466
"3025","54061","Monongalia County, West Virginia",60893,14220,99735,20594,105988
"3026","54063","Monroe County, West Virginia",52392,877,12358,1628,12438
"3027","54065","Morgan County, West Virginia",61021,1296,17062,1808,17237
"3028","54067","Nicholas County, West Virginia",48826,1646,24473,4081,24624
"3029","54069","Ohio County, West Virginia",55521,6073,39885,5875,42224
